,,,,,,,,,,,,,,,,,LATITUD,LONGITUD,DISTRITO,TIPO,
10720165,Dinamizaci�n Plaza de Chamber�,158,0,1,S,2018-06-02 00:00:00.0,2018-06-30 23:59:00.0,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=75ae01280ffa3610VgnVCM2000001f4a900aRCRD,Dinamizaci�n Plaza de Chamber�,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=41ed01280ffa3610VgnVCM2000001f4a900aRCRD,,,,,40.4362995628904,-3.65040961469795,CIUDAD LINEAL,/contenido/actividades/ProgramacionDestacadaAgendaCultura,"/usuario/Ni�os,/usuario/Familias"
10719662,DINAMIZACI�N PLAZA DE OLAVIDE,159,0,1,"L,M,X,J,V,S,D",2018-06-03 00:00:00.0,2018-06-24 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a03fbfbf04ca3610VgnVCM2000001f4a900aRCRD,DINAMIZACI�N PLAZA DE OLAVIDE,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c2febfbf04ca3610VgnVCM2000001f4a900aRCRD,,,,,40.4554618815197,-3.77057183369139,MONCLOA-ARAVACA,/contenido/actividades/Musica/Clasica,
10710904,"Do Re Mi, Mozart juega aqu�",160,0,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,00:00,A las 11 y a las 13 horas.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c9dd0a6a6f273610VgnVCM2000001f4a900aRCRD,"Do Re Mi, Mozart juega aqu�",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ed790a6a6f273610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD,Teatro Municipal de T�teres. Parque de El Retiro,441748,4474466,40.4244706080435,-3.65042533242011,CIUDAD LINEAL,/contenido/actividades/ProgramacionDestacadaAgendaCultura,/usuario/Ni�os
10693937,Domingos a pie de calle,161,1,0,,2018-06-24 00:00:00.0,2018-06-24 23:59:00.0,10:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7659762c81603610VgnVCM1000001d4a900aRCRD,Domingos a pie de calle,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=54ebef417eb7f510VgnVCM2000001f4a900aRCRD,,,,,40.4244706080435,-3.65042533242011,CIUDAD LINEAL,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
10720024,D�o Dayha,162,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,12:30,"Finaliza el ciclo con el d�o formado por Yhael Mart�nez (guitarra cl�sica y voz) y David Gonz�lez (guitarra el�ctrica y voz), nos ofrecieran un recital que fusiona lo cl�sico y lo electr�nico a trav�s de las canciones m�s conocidas desde la d�cada de los 80 hasta hoy.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=78d2528fcdfa3610VgnVCM1000001d4a900aRCRD,M�sica en el parque 'El Calero'.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0ffe528fcdfa3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c6237b503a71c010VgnVCM1000000b205a0aRCRD,Auditorio al aire libre. Parque del Calero,444836,4476387,40.3755761769243,-3.71196373023291,USERA,/contenido/actividades/ActividadesCalleArteUrbano,
10726857,D�o Lys,163,1,0,,2018-06-28 00:00:00.0,2018-06-28 23:59:00.0,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0bac7454289d3610VgnVCM2000001f4a900aRCRD,D�o Lys,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e59c7454289d3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1474daf949130610VgnVCM1000001d4a900aRCRD,FUNDACI�N AMYC,434663,4478596,40.4190602437436,-3.6840615387927,RETIRO,/contenido/actividades/TeatroPerformance,
10680110,Duo Strada Lobato,164,1,0,,2018-06-29 00:00:00.0,2018-06-29 23:59:00.0,19:00,"M�SICA   El D�o Estrada Lobato es un d�o de m�sicos aficionados compuesto por una guitarra cl�sica y una flauta travesera. Inspirado por la vocaci�n, intenci�n y �nimo de hacer pasar un buen rato con m�sica en directo a colectivos especialmente vulnerables, ya sea por motivos de salud, edad y/o situaci�n social. Con tres temporadas ya de recorrido y habiendo actuado m�s de una veintena de veces, nuestro repertorio abarca desde obras de la �poca barroca pasando por la cl�sica y rom�ntica, impresionista... hasta estilos como el jazz, el tango y el pop, adaptando el programa a cada auditorio.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=10f5fb412e9a2610VgnVCM2000001f4a900aRCRD,Actividades Centro Cultural La Elipa. Junio 2018.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8d7f8221a51e1610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural la Elipa (Ciudad Lineal),444825,4475074,40.4280288900188,-3.71018235358184,CENTRO,/contenido/actividades/ZMUPI,
10661822,D�o violines,165,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,19:00,M�SICA   Recital de d�o de violines a cargo de Irene Senent y Marta Puig.   Edad recomendada : Todo p�blico.      Duraci�n  aproximada: 60 minutos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=634c0d7cd6242610VgnVCM2000001f4a900aRCRD,Actividades Centro Cultural La Elipa. Junio 2018.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8d7f8221a51e1610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural la Elipa (Ciudad Lineal),444825,4475074,,,,,
10731968,Eclipse total con Pional,166,1,0,,2018-07-27 00:00:00.0,2018-07-27 23:59:00.0,21:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7815f25f73204610VgnVCM1000001d4a900aRCRD,Eclipse total con Pional,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f3a4f25f73204610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1a174f963318e210VgnVCM1000000b205a0aRCRD,Parque de Pradolongo,439561,4469688,40.3347518321138,-3.7008095609216,VILLAVERDE,/contenido/actividades/ActividadesCalleArteUrbano,
10723967,Edelmiro II y el Drag�n Guti�rrez,167,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d58ba8407aac3610VgnVCM2000001f4a900aRCRD,Edelmiro II y el Drag�n Guti�rrez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0c79a8407aac3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa de Vacas (Retiro).,441967,4474495,40.4190602437436,-3.6840615387927,RETIRO,/contenido/actividades/TeatroPerformance,
10716131,"Efti, modos de mirar",168,1,1,"L,M,X,J,V,S,D",2018-05-30 00:00:00.0,2018-10-28 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b898ee85ec693610VgnVCM1000001d4a900aRCRD,"Efti, modos de mirar",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1f33ddee59693610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Conde Duque,439869,4475716,40.4581798190401,-3.72072531180648,MONCLOA-ARAVACA,/contenido/actividades/CineActividadesAudiovisuales,
10549384,Ejercicio al aire libre para mayores,169,1,1,"L,M,X,J,V,S,D",2017-10-02 00:00:00.0,2018-06-29 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=77569c2f9d8df510VgnVCM1000001d4a900aRCRD,Ejercicio al aire libre para mayores,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5a7052acf66f7510VgnVCM1000001d4a900aRCRD,,,,,40.39227999954,-3.6849569574483,ARGANZUELA,/contenido/actividades/CineActividadesAudiovisuales,/usuario/Mayores
10715890,El bosque de Haquivaqui (2016. Noruega),170,1,0,,2018-07-06 00:00:00.0,2018-07-06 23:59:00.0,22:15,"El bosque de Haquivaqui , de Rasmus A. Sivertsen. Noruega 2016. 75�.  Apta para todos los p�blicos.  Animaci�n / comedia.     Un travieso rat�n y sus amigos tienen miedo del zorro Marvin y de los dem�s depredadores. Morten, el rat�n m�s sensato del grupo, propone redactar una nueva ley para el bosque, para que todos los habitantes sean amigos y nadie pueda comerse a nadie.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3cff244155693610VgnVCM2000001f4a900aRCRD,Cine de verano. Villaverde 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=099b23eb8e193610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6cb0085f5181c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Marconi (Villaverde),440472,4465148,40.3795657076859,-3.69142524046829,USERA,/contenido/actividades/CineActividadesAudiovisuales,
10723978,El Cascanueces y el Rey de los Ratones,171,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c02ca8407aac3610VgnVCM2000001f4a900aRCRD,El Cascanueces y el Rey de los Ratones,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1acba8407aac3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa de Vacas (Retiro).,441967,4474495,40.3545693504336,-3.69975464566514,VILLAVERDE,/contenido/actividades/ActividadesCalleArteUrbano,
10731987,El Cerro de los Locos. Orquestina de pigmeos,172,1,0,,2018-07-28 00:00:00.0,2018-07-28 23:59:00.0,21:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=03e5f25f73204610VgnVCM1000001d4a900aRCRD,El Cerro de los Locos. Orquestina de pigmeos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0e45f25f73204610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c2e013a90fb7e210VgnVCM2000000c205a0aRCRD,Parque Dehesa de la Villa,439002,4479070,40.3924137495332,-3.69724768588423,ARGANZUELA,/contenido/actividades/Exposiciones,
10487945,El cielo de Cloe,173,0,1,"M,X,J,V,S,D",2017-10-12 00:00:00.0,2018-09-14 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0ec3af306c48e510VgnVCM2000001f4a900aRCRD,El cielo de Cloe,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7271fe3b3b48e510VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c9c5b069a541f010VgnVCM1000000b205a0aRCRD,Planetario de Madrid,441868,4471523,40.4202770509557,-3.62174107870034,SAN BLAS-CANILLEJAS,/contenido/actividades/TeatroPerformance,"/usuario/Ni�os,/usuario/Familias"
10717983,El ciudadano ilustre,174,1,0,,2018-07-04 00:00:00.0,2018-07-04 23:59:00.0,22:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=872b2d0ab36a3610VgnVCM1000001d4a900aRCRD,El ciudadano ilustre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5ea4badd26a3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6fb3296aa2c9a310VgnVCM2000000c205a0aRCRD,Auditorio al aire libre. Parque Lineal del Manzanares,441308,4470116,40.4690329914409,-3.6976620067965,TETUAN,/contenido/actividades/TeatroPerformance,
10715921,El ciudadano ilustre (2016. Argentina),175,1,0,,2018-07-19 00:00:00.0,2018-07-19 23:59:00.0,22:15,"El ciudadano ilustre , de Cohn y Duprat. Con �scar Mart�nez, Dady Brieva, Andrea Frigerio. Argentina 2016. 109�.   No recomendada para menores de 12 a�os. Comedia.     Espiga de Plata en el Festival de Valladolid 2016  Premio Goya 2017 al mejor film latinoamericano.  Festival de Venecia 2017: mejor actor (�scar Mart�nez).     Un escritor argentino galardonado con el Premio Nobel de Literatura, hace cuarenta a�os abandon� su pueblo y parti� hacia Europa. En el pico de su carrera, el alcalde de Salas, su pueblo, le invita para nombrarle 'ciudadano ilustre' de all�.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c81244155693610VgnVCM2000001f4a900aRCRD,Cine de verano. Villaverde 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=099b23eb8e193610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4c137874b8f61110VgnVCM1000000b205a0aRCRD,Instalaci�n Deportiva Municipal B�sica Colonia Euskalduna,440690,4467556,40.4293885403279,-3.66485551111075,SALAMANCA,/contenido/actividades/Musica,
10606022,El coleccionista. Sebasti�n Beyr�,176,1,1,"M,X,J,V,S,D",2018-03-16 00:00:00.0,2018-07-31 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fbfe497ea2141610VgnVCM2000001f4a900aRCRD,El coleccionista. Sebasti�n Beyr�,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e88d497ea2141610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD,Naves Matadero. Centro Internacional Artes Vivas,440825,4471546,40.4606228353796,-3.59368776573359,BARAJAS,/contenido/actividades/CircoMagia,
10715449,El Diablo Protector,177,1,0,,2018-06-30 00:00:00.0,2018-06-30 23:59:00.0,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=11904dc10f193610VgnVCM1000001d4a900aRCRD,El Diablo Protector,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cc104dc10f193610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cce43d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Antonio Machado (San Blas - Canillejas),447255,4474591,40.4149873593412,-3.70666244820307,CENTRO,/contenido/actividades/Musica,
10723600,El drag�n botijo,178,1,0,,2018-06-29 00:00:00.0,2018-06-29 23:59:00.0,18:00,Teatro   Festival fin de curso teatro grupo infantil CC Eduardo �rculo.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a32615414b9c3610VgnVCM1000001d4a900aRCRD,Actividades en el Centro Cultural Eduardo �rculo. Junio 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=69638c3de0603610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f8f9338588355210VgnVCM1000000b205a0aRCRD,Centro Cultural Eduardo �rculo (Tetu�n),440857,4480052,40.4447747490219,-3.61291058446338,SAN BLAS-CANILLEJAS,/contenido/actividades/TeatroPerformance,/usuario/Ni�os
10718940,El G�nero chico,179,0,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,18:00,Concierto a cargo del Club Zarzuela de Madrid.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=167a2fb36eaa3610VgnVCM2000001f4a900aRCRD,Conciertos en el Centro Sociocultural Maestro Alonso,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8871f18c51721610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Maestro Alonso (Salamanca),443605,4475629,40.4091151246453,-3.67932907851844,RETIRO,,
10721298,El gran circo de saxof�n y clarinete,180,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,12:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a696edf3791b3610VgnVCM2000001f4a900aRCRD,El gran circo de saxof�n y clarinete,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fd46edf3791b3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2e5068540e41c010VgnVCM2000000c205a0aRCRD,Centro Cultural Gloria Fuertes (Barajas),449666,4479054,40.3795657076859,-3.69142524046829,USERA,/contenido/actividades/CineActividadesAudiovisuales,/usuario/Ni�os
10731021,El Imperio de exotismo (m�sica coral rusa),181,1,0,,2018-07-11 00:00:00.0,2018-07-11 23:59:00.0,21:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=372cebd8dfcf3610VgnVCM2000001f4a900aRCRD,El Imperio de exotismo (m�sica coral rusa),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d0d58ed8249f3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0a4492355c51c010VgnVCM2000000c205a0aRCRD,Plaza Mayor,440156,4474266,,,,/contenido/actividades/ActividadesCalleArteUrbano,
10715256,El inspector,182,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ea0a4dc10f193610VgnVCM1000001d4a900aRCRD,El inspector,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f9494dc10f193610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=98953d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Buero Vallejo (San Blas - Canillejas),448023,4477305,,,,/contenido/actividades/CircoMagia,
10729111,El juego de la oca,183,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,17:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1c1a687abc2f3610VgnVCM1000001d4a900aRCRD,El juego de la oca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bd39687abc2f3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=97521076c081c010VgnVCM1000000b205a0aRCRD,Aula de ecolog�a: La Caba�a del Retiro,442360,4473388,40.4522473796528,-3.65804022879119,CIUDAD LINEAL,/contenido/actividades/ProgramacionDestacadaAgendaCultura,/usuario/Ni�os
10718238,El libro de la selva,184,1,0,,2018-08-18 00:00:00.0,2018-08-18 23:59:00.0,22:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df147169e66a3610VgnVCM1000001d4a900aRCRD,El libro de la selva,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=33817169e66a3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6fb3296aa2c9a310VgnVCM2000000c205a0aRCRD,Auditorio al aire libre. Parque Lineal del Manzanares,441308,4470116,40.4249263476108,-3.68992085196634,SALAMANCA,/contenido/actividades/Exposiciones,
10721342,El Mago Andy,185,1,0,,2018-06-24 00:00:00.0,2018-06-24 23:59:00.0,19:30,Lugar: plaza del Cine.  Magia infantil.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=60e92c0d915b3610VgnVCM2000001f4a900aRCRD,Calle abierta infantil,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a09fc1d817dec510VgnVCM1000001d4a900aRCRD,,,,,,,,/contenido/actividades/ConferenciasColoquios,/usuario/Ni�os
10730409,El Mago Andy,186,1,0,,2018-06-24 00:00:00.0,2018-06-24 23:59:00.0,19:30,Lugar: plaza del cine.  Magia infantil.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9597ddf3e78f3610VgnVCM1000001d4a900aRCRD,Fiestas Madrid Sur,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9f5eddf3e78f3610VgnVCM1000001d4a900aRCRD,,,,,40.4294113344114,-3.64168998397877,CIUDAD LINEAL,/contenido/actividades/CuentacuentosTiteresMarionetas,/usuario/Ni�os
10661558,El maquinista de La General,187,1,0,,2018-06-30 00:00:00.0,2018-06-30 23:59:00.0,19:00,"CINE : Homenaje a Buster Keaton     El maquinista de La General (t�tulo original: The General) es una pel�cula muda estadounidense de 1926 del g�nero de comedia protagonizada y producida por Buster Keaton. La pel�cula est� basada en un hecho real sucedido en 1862 durante la Guerra Civil, la llamada gran persecuci�n en locomotora y adaptada del libro de William Pittenger, Daring and Suffering: A History of the Great Railway Adventure   Edad recomendada : Todo p�blico.   Duraci�n : 75  minutos",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c1ac0bf14ae32610VgnVCM2000001f4a900aRCRD,Actividades Centro Cultural San Juan Bautista. Junio 2018.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2f518221a51e1610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural San Juan Bautista (Ciudad Lineal),444202,4478162,40.4447747490219,-3.61291058446338,SAN BLAS-CANILLEJAS,/contenido/actividades/LGTBI,
